Genero,Edad,Bici,Estacion salida,Estacion llegada,Duracion viaje en minutos
F,37.0,4106449,047,284,19.63
F,35.0,7814569,164,280,6.43
M,45.0,8797060,142,144,37.22
F,28.0,5189147,251,211,19.45
M,30.0,4772976,290,146,31.63
F,21.0,3000742,183,257,4.68
M,28.0,8601171,501,461,19.93
M,27.0,6845325,258,178,6.02
F,32.0,4940334,460,540,31.9
M,41.0,3654415,490,137,31.93
M,36.0,6622831,229,470,15.45
F,32.0,8891434,167,182,4.02
M,29.0,8606485,284,142,8.97
M,27.0,6765283,192-193,260,25.38
M,49.0,7517303,063,158-159,27.07
M,31.0,6938401,349,609,16.45
M,48.0,8417941,027,015,5.18
F,34.0,7736788,617,404,9.57
M,33.0,4272472,317,231,28.67
F,35.0,6288401,599,432,25.58
F,41.0,6964654,039,145,7.75
M,41.0,4069472,064,161,6.28
M,35.0,5048855,440,053,30.12
M,40.0,2992253,548,255,8.42
M,35.0,6917108,005,180,22.92
F,25.0,7131790,109,124,13.48
M,45.0,8761751,033,119,7.5
F,33.0,6315469,291,291,7.9
M,38.0,2230373,142,299,11.0
F,33.0,8280935,092,043,11.93
M,37.0,2251189,417,419,2.78
M,34.0,7424971,349,353,23.43
M,51.0,4703732,038,384,27.97
M,27.0,4875647,030,040,36.27
M,25.0,3474335,078,023,16.67
O,27.0,7222243,485,266-267,17.55
F,52.0,8550352,580,157,13.68
M,30.0,5031570,252,173,17.23
M,37.0,8377343,580,154,12.45
M,31.0,2067452,151,142,5.77
M,39.0,4853164,521,018,25.53
M,34.0,5728530,306,292,5.28
F,41.0,2296499,170,182,12.48
M,44.0,3903572,192-193,192-193,5.62
M,28.0,7738578,414,667,8.2
M,23.0,2692713,016,243,21.57
F,29.0,4383386,018,027,16.9
F,26.0,3627395,685,707,22.45
F,27.0,3187234,381,414,5.5
M,35.0,6247209,018,053,13.12
F,25.0,5003553,120,271-272,13.5
F,34.0,7195878,078,250,14.4
M,24.0,8360976,589,282,17.6
M,22.0,2659845,107-108,028,14.65
M,30.0,2096493,291,074,7.98
F,31.0,6294839,214,271-272,35.45
M,33.0,4089355,033,116,6.07
M,31.0,3352002,523,528,5.28
M,26.0,2784551,030,481,17.9
F,45.0,4591616,058,563,15.25
M,47.0,7993702,107-108,568,6.13
M,21.0,4121463,258,152,8.38
M,26.0,3159936,009,128,15.78
F,25.0,8230013,546,553,16.83
F,28.0,7185358,152,152,11.95
M,40.0,3494473,691,401,21.67
F,29.0,7837727,534,502,7.97
M,34.0,3184173,158-159,162,6.2
F,39.0,7079569,603,590,17.48
F,30.0,3197290,243,467,7.88
M,53.0,5014865,608,604,3.17
F,23.0,4701249,036,073,7.78
F,30.0,5403043,064,242,31.07
M,38.0,7558778,068,071,4.27
M,30.0,3868593,135,136,8.83
M,42.0,7190465,173,449,27.3
M,48.0,5124706,087,548,13.68
M,30.0,7535610,198,028,34.18
M,28.0,6785224,215,212,4.75
F,31.0,2021442,032,292,19.42
M,31.0,6316855,270,268-269,3.37
M,37.0,6107478,004,257,4.72
M,49.0,3346715,593,600,6.57
M,27.0,8830036,282,023,17.97
M,31.0,2439685,154,150,2.88
M,36.0,3810058,695,624,17.33
M,39.0,8173411,700,645,10.75
M,24.0,6827802,032,573,18.75
M,25.0,8636466,359,635,16.32
M,45.0,5281159,007,034,13.28
M,32.0,6964654,342,492,34.42
M,26.0,8978967,118,052,12.97
M,24.0,5070792,039,252,11.23
M,31.0,5348081,021,195,7.55
M,54.0,6672125,064,175,9.48
M,26.0,6711766,591,190,24.72
F,21.0,3722022,700,652,4.02
F,31.0,6109169,115,102,18.62
M,41.0,4953634,711,463,39.27
F,38.0,3215845,037,050,3.17
M,31.0,8920720,394,439,5.43
M,21.0,8242711,354,389,5.2
F,23.0,6883730,014,271-272,20.43
M,27.0,3883105,226,098,36.67
M,53.0,6908529,046,044,4.52
M,29.0,7846736,001,264-275,14.33
F,34.0,6590335,342,390-391,24.63
M,36.0,6438006,127,029,9.05
M,25.0,4330668,237-238,176,24.6
M,27.0,3636123,621,396,16.97
F,34.0,6294714,665,668,36.17
F,50.0,8602260,566,130,7.82
M,29.0,5436720,389,610,22.5
M,36.0,4614095,371,705,24.1
M,22.0,6793186,124,448,4.38
F,35.0,4060380,038,165,17.22
F,38.0,7656432,140,034,6.95
F,30.0,3448719,558,014,20.73
M,35.0,6203087,188,279,15.82
M,33.0,5597208,027,023,8.53
M,37.0,3654621,006,061,12.83
M,23.0,3053493,052,041,8.42
M,42.0,5779632,038,583,24.1
F,28.0,8242711,191,166,4.1
M,36.0,4807830,325,326,4.62
F,26.0,7259690,017,450,16.65
M,20.0,4262424,562,560,4.5
M,44.0,4209540,001,134,16.02
M,27.0,2661924,401,378,6.18
M,29.0,7227002,056,056,26.97
M,32.0,2199867,474,271-272,19.83
F,25.0,2495554,047,540,21.22
M,27.0,6897078,001,041,12.63
F,35.0,7656432,273-274,538,11.7
M,26.0,5156211,032,133,11.7
F,26.0,7047962,398,373,5.0
M,44.0,8029068,110,575,5.82
F,33.0,7550312,177,167,4.15
M,31.0,2117687,241,242,5.58
M,49.0,7660137,239,217,2.95
M,23.0,4502860,158-159,140,5.88
F,51.0,3647062,116,008,3.1
F,35.0,7642291,481,251,18.68
F,42.0,7440258,242,130,37.67
M,42.0,8332827,085,092,15.57
F,28.0,7381809,150,578,14.8
M,26.0,8954067,195,273-274,28.82
F,32.0,2053981,503,470,16.55
F,23.0,8003139,514,523,9.47
M,27.0,6982177,271-272,086,7.8
M,27.0,6004568,600,374,12.87
M,47.0,2467744,701,644,20.87
M,35.0,5564851,469,469,22.68
M,35.0,7960354,576,135,10.18
M,34.0,3963188,594,583,16.9
F,28.0,6146625,427,635,15.55
F,26.0,4824025,129,131,1.63
M,28.0,6118889,449,204,14.6
M,44.0,6185300,154,303,7.02
F,31.0,6353155,476,006,9.27
M,37.0,2728616,386,014,21.1
F,50.0,7180367,145,384,29.65
F,32.0,7175573,056,139,3.05
M,32.0,6229074,302,556,29.98
M,36.0,6028369,634,151,24.43
M,39.0,5410295,014,369,26.58
M,41.0,2800118,080,130,9.4
F,36.0,5314554,083,053,6.82
M,24.0,6291132,441,684,11.2
M,39.0,2442408,366,540,29.47
F,28.0,2503175,591,571,10.92
M,25.0,4228573,200,195,18.1
M,33.0,8954067,082,266-267,14.67
M,31.0,8713570,054,180,4.98
M,26.0,7227879,087,027,17.0
M,53.0,8185258,043,260,7.58
F,47.0,4189627,201,205,3.92
M,42.0,4602827,396,412,3.65
F,32.0,6578686,537,539,3.58
F,33.0,2111979,358,643,16.27
F,44.0,7682123,144,138,16.73
M,20.0,6001457,007,014,17.98
M,27.0,2353084,483,222,16.5
M,20.0,3263050,541,499,7.28
M,50.0,7478217,080,084,2.38
M,33.0,2467447,031,119,30.53
M,31.0,4843082,685,330,21.48
M,41.0,2678068,588,593,5.95
M,26.0,6302012,155,180,21.77
F,28.0,2148674,551,541,7.75
M,34.0,6403109,194,194,29.38
M,34.0,5936463,112,266-267,7.35
M,32.0,5816715,419,366,6.42
M,30.0,8342438,541,548,4.47
M,36.0,6158745,028,030,5.87
F,43.0,6634067,704,648,15.38
F,22.0,5554902,459,019,37.97
F,29.0,6732630,271-272,242,29.65
M,27.0,8002594,503,500,3.85
F,19.0,7601222,017,107-108,14.8
M,39.0,6059026,584,592,4.67
M,43.0,4060380,456,034,20.5
M,21.0,2401040,017,495,11.48
M,35.0,4806543,016,290,20.67
M,56.0,3731882,668,669,6.28
F,40.0,4133864,221,001,34.18
O,33.0,5310057,142,142,16.63
M,22.0,4105862,561,563,3.47
M,29.0,3363165,533,474,16.88
F,42.0,4618344,437,696,9.53
F,35.0,4490215,032,449,5.38
M,29.0,2644359,555,496,9.08
M,33.0,2989945,594,689,28.07
F,25.0,6155329,119,051,11.65
F,41.0,8572349,479,205,9.28
F,28.0,5594155,652,385,25.55
F,25.0,5794623,252,207,7.53
M,30.0,3501657,033,030,17.87
M,42.0,5866421,119,096,11.23
M,29.0,6395628,168,032,14.88
M,29.0,5301064,443,645,5.52
F,26.0,3296522,328,178,10.25
F,42.0,4564712,599,595,6.03
M,18.0,3284742,549,195,25.03
M,43.0,2218725,027,022,7.48
M,35.0,5023684,208,150,21.18
M,31.0,3874468,491,241,21.27
M,31.0,6247852,472,448,17.33
M,44.0,6259758,056,017,11.93
M,27.0,8875270,444,621,14.6
F,35.0,2242659,129,136,4.33
M,49.0,4745980,190,590,23.82
M,23.0,8122053,449,180,10.4
M,42.0,8154189,323,340,3.58
F,34.0,6228936,095,599,31.57
O,29.0,5061742,140,119,9.57
M,21.0,5200720,271-272,099,13.53
M,31.0,7791569,390-391,357,12.03
F,25.0,7624422,194,249,4.72
M,55.0,3710100,423,705,17.68
F,34.0,7660483,555,542,8.92
M,20.0,5257076,183,449,20.78
F,51.0,6148597,405,399,9.25
M,39.0,3420742,116,113,17.33
M,38.0,3706108,457,022,14.55
M,23.0,8046146,257,044,12.42
M,43.0,8704140,293,206,32.35
M,21.0,7264716,194,027,21.6
F,47.0,2596906,178,014,9.78
F,40.0,5204102,154,271-272,27.95
M,33.0,7376890,085,004,5.08
M,28.0,3070034,339,049,24.47
M,26.0,2360030,237-238,194,6.5
M,51.0,8203655,163,573,25.85
M,24.0,3453693,240,518,32.33
M,30.0,4699252,139,014,13.17
M,24.0,4259370,412,390-391,7.42
F,28.0,2410736,189,302,18.58
M,25.0,3424827,056,084,7.13
M,49.0,2335552,302,026,26.12
F,39.0,3584745,494,613,35.57
M,28.0,4181483,152,151,2.7
F,36.0,6699599,056,489,23.78
F,29.0,2151603,041,271-272,14.47
M,41.0,3302551,633,641,7.33
M,26.0,2758852,683,675,6.87
M,29.0,6961213,477,464,7.92
M,22.0,6452304,571,557,3.88
M,30.0,7041189,691,693,6.73
M,27.0,7067705,271-272,184,26.75
M,46.0,6681720,237-238,115,37.35
F,38.0,2932879,370,307,9.65
M,25.0,2117687,548,115,27.68
F,24.0,4364154,152,668,30.8
M,51.0,7697683,257,119,11.27
M,28.0,5914338,449,280,20.13
M,37.0,7919434,082,041,4.87
F,19.0,5717525,555,527,25.15
M,35.0,3420742,475,564,22.5
M,20.0,8630741,325,050,16.2
M,46.0,4884250,128,144,7.4
M,53.0,2179786,288,175,9.22
F,56.0,2696144,018,027,9.08
M,35.0,3222163,665,692,8.05
F,35.0,5270699,005,028,5.9
M,34.0,6151070,351,644,30.85
M,26.0,2714178,201,242,8.1
F,54.0,6028971,107-108,008,7.13
F,31.0,5307749,585,586,3.7
F,27.0,8709461,121,056,31.77
M,35.0,8165045,494,248,13.55
F,28.0,5474846,237-238,224,5.98
M,38.0,6510671,174,160,8.77
M,47.0,2867851,187,711,5.82
M,26.0,6955124,317,627,14.58
M,54.0,2005213,332,367,6.63
F,51.0,5413224,280,278,6.47
M,37.0,4530713,077,190,7.77
F,33.0,8990376,077,145,14.53
M,24.0,2843118,630,445-446,9.15
F,37.0,6668644,118,139,12.6
M,37.0,5764246,195,136,26.9
M,22.0,6965420,018,385,39.02
M,25.0,5124706,256,124,31.08
M,28.0,4279949,107-108,183,17.23
M,41.0,4860623,190,072,6.65
M,25.0,7434277,398,402,5.23
F,30.0,8319923,234,711,15.08
F,35.0,5036595,629,371,14.73
F,31.0,3319027,006,114,13.02
M,27.0,5009527,059,068,5.45
M,32.0,7540735,244,197,7.08
F,42.0,5951546,555,098,10.07
M,37.0,6934368,117,098,7.77
F,28.0,2692713,598,597,5.4
M,22.0,4924056,558,573,6.55
M,24.0,8434581,017,258,11.13
M,31.0,2989945,158-159,151,4.45
M,36.0,6585525,055,562,15.2
M,27.0,7262694,645,334,20.43
F,28.0,3309994,328,365,9.12
M,36.0,6812267,116,116,7.57
M,31.0,3741162,060,493,28.73
F,27.0,6009179,204,237-238,22.77
M,28.0,5031570,055,092,5.85
F,29.0,3895729,063,215,31.25
M,42.0,3258811,548,103,8.02
F,39.0,3213444,449,057,3.35
F,40.0,4526281,036,266-267,25.42
M,26.0,6690515,028,485,18.87
F,39.0,6464390,279,392,26.23
M,46.0,3774049,324,340,8.37
F,32.0,8415416,005,195,11.33
M,19.0,8847311,498,495,4.92
M,33.0,6783161,417,288,17.13
M,29.0,6024715,613,596,2.67
M,31.0,4329686,052,043,6.63
M,32.0,5446828,169,528,34.93
M,36.0,4817722,134,059,5.07
M,21.0,8404790,495,498,4.43
M,23.0,7434277,445-446,440,8.02
M,24.0,4755880,594,582,15.4
M,28.0,8430712,077,059,12.3
F,30.0,2205839,440,437,22.05
M,24.0,3106879,483,548,14.02
F,49.0,7872070,590,568,14.78
M,31.0,8751380,492,474,5.28
M,30.0,3072824,266-267,247,24.98
M,31.0,6050157,087,013,18.6
M,34.0,8565236,219,711,11.83
F,24.0,5974969,313,150,9.38
M,34.0,5918198,035,123,8.17
M,36.0,4549192,068,064,4.23
M,35.0,4073334,622,145,23.68
F,34.0,2408771,154,349,22.42
M,29.0,8460511,227,186,25.53
M,31.0,4059937,130,158-159,15.25
F,28.0,3188802,202,204,4.0
M,47.0,4162301,180,420,21.82
M,42.0,6596449,285,004,17.9
M,33.0,5227277,303,303,21.7
F,27.0,4613899,284,053,18.95
F,42.0,3100773,285,353,13.53
M,41.0,6433627,170,185,5.72
M,19.0,4315446,417,329,11.75
M,43.0,8415416,266-267,464,29.22
M,25.0,7903115,560,123,7.22
F,26.0,7041031,056,018,9.73
F,32.0,6686026,134,026,14.68
M,31.0,3923125,133,566,9.45
F,29.0,6153001,331,284,10.55
M,36.0,7472202,470,014,10.82
M,32.0,2723427,252,256,25.5
M,30.0,2196772,451,226,8.97
F,20.0,2448231,293,120,20.03
F,24.0,7181191,370,372,5.25
M,43.0,3376803,205,286,21.5
M,37.0,6622831,630,615,8.38
F,26.0,3717808,063,021,13.02
F,27.0,4263539,040,074,8.68
M,29.0,3156791,607,605,3.83
M,40.0,5908629,627,069,21.92
F,26.0,7215825,179,071,3.32
M,49.0,2703874,312,412,21.22
M,40.0,5272000,087,027,15.5
F,22.0,3717675,499,548,13.72
M,30.0,4197596,179,047,11.88
F,26.0,5282926,554,547,5.77
M,37.0,2516524,277,134,12.73
M,28.0,7660855,309,389,12.07
M,19.0,4530713,115,118,2.3
M,30.0,7559222,010,451,23.98
M,27.0,4690467,280,419,22.2
M,41.0,4668414,253,016,8.58
M,20.0,5726377,515,497,14.92
M,43.0,5824586,260,225,21.93
M,23.0,5897012,579,560,9.83
M,54.0,2495554,052,027,18.8
F,37.0,4026209,393,395,3.28
M,21.0,2984060,336,417,14.65
M,35.0,2862027,328,290,11.42
M,46.0,8875494,183,555,5.15
M,41.0,7006018,164,281,7.57
F,20.0,8331464,033,072,12.95
F,29.0,4755880,051,293,13.82
O,26.0,5734223,117,130,3.3
F,27.0,2584639,133,613,18.98
M,37.0,3733516,692,442,26.23
M,50.0,5128384,107-108,121,7.37
M,35.0,6331011,684,441,8.6
F,37.0,8576639,141,151,6.23
M,49.0,5649975,711,462,18.97
M,29.0,6584080,258,190,6.25
F,19.0,3097383,489,477,7.12
F,30.0,2247724,469,474,7.18
F,30.0,7117591,340,614,4.58
M,26.0,7226277,039,139,5.9
M,30.0,4616025,541,264-275,23.32
M,21.0,8071789,553,499,7.6
M,28.0,2581361,117,117,2.15
M,46.0,7191505,073,143,16.32
F,24.0,8154239,070,258,11.62
M,40.0,2590677,053,002,14.47
F,34.0,7517303,163,149,7.37
M,25.0,6983621,015,028,12.42
F,36.0,7709520,191,188,3.48
M,30.0,4487484,218,249,22.95
M,21.0,6007652,208,502,17.22
M,31.0,5152582,062,062,3.58
M,24.0,6828529,270,119,8.93
F,38.0,3014610,266-267,005,17.38
M,37.0,3647062,086,041,5.75
M,45.0,4309837,032,096,16.03
M,51.0,6558316,190,258,21.17
F,27.0,8004137,628,036,27.03
M,25.0,6483317,385,253,22.8
M,55.0,8205957,098,062,31.7
M,38.0,6158745,252,211,7.58
F,30.0,7011653,242,071,33.3
F,23.0,3735446,046,668,34.57
F,27.0,4696704,270,165,23.27
F,33.0,5666466,653,628,14.1
M,31.0,6206783,581,365,30.75
M,39.0,6058994,560,001,25.33
F,32.0,8081168,068,061,3.5
M,25.0,3635000,178,023,18.17
M,30.0,8006496,271-272,056,13.95
M,36.0,3702347,628,630,3.63
M,34.0,7038375,593,378,19.25
M,34.0,4699575,260,091,11.3
F,35.0,6172951,160,004,15.57
M,27.0,5346036,007,056,33.25
M,39.0,5316872,454,197,10.28
F,35.0,4179594,302,381,12.18
F,44.0,8411373,171,320,17.3
M,28.0,2851186,603,599,4.6
M,32.0,2220168,183,018,4.37
F,31.0,6156087,192-193,150,26.52
M,45.0,4350153,074,040,8.2
F,26.0,4809109,121,535,21.9
F,30.0,4709937,182,613,31.05
M,32.0,4649554,466,463,7.03
F,42.0,4124012,596,611,10.38
M,28.0,2205839,566,578,4.6
F,20.0,5864285,498,499,2.3
M,21.0,5337373,551,028,19.8
F,26.0,7672751,015,233,21.65
M,45.0,3645579,079,447,8.93
F,39.0,3396645,412,398,4.47
M,36.0,7554058,300,436,12.13
F,28.0,4860623,049,481,23.78
M,34.0,2963056,096,063,22.88
M,33.0,3936549,169,349,12.78
M,25.0,5860846,019,034,22.43
M,24.0,5300959,290,389,13.1
F,45.0,3380763,490,259,21.3
M,56.0,5999495,371,621,19.42
M,21.0,7424377,192-193,116,15.1
F,34.0,2317063,472,494,8.75
M,32.0,8765893,618,609,8.02
M,23.0,7680085,683,442,16.5
M,32.0,7553555,601,566,10.02
F,29.0,7032550,076,037,7.55
M,29.0,6785224,117,465,32.18
F,39.0,6500573,546,545,8.15
M,29.0,7566870,600,626,7.4
M,35.0,3818978,591,588,3.73
M,31.0,8954067,043,113,18.77
M,41.0,7700172,351,309,9.73
F,36.0,3008562,217,212,10.32
M,27.0,8460511,352,047,17.95
F,30.0,5262183,467,167,32.6
M,45.0,6440143,595,599,4.38
M,24.0,2136521,474,086,8.02
M,30.0,8643165,622,038,24.72
F,26.0,8440240,291,343,11.28
F,44.0,3661097,653,648,3.15
M,32.0,7246788,030,180,20.73
M,24.0,2351930,451,003,16.67
M,26.0,2650471,629,432,13.95
M,21.0,7377708,154,155,5.57
F,30.0,6384796,030,052,28.03
F,34.0,6380968,140,480,33.27
M,25.0,2096493,271-272,117,9.5
F,32.0,3810926,253,252,39.3
M,42.0,3726999,144,158-159,5.18
M,52.0,4231916,027,256,5.78
F,24.0,2963056,612,335,16.07
F,31.0,7793060,280,281,3.5
M,22.0,5744107,001,129,14.0
M,30.0,5478359,227,222,5.88
M,29.0,5214762,615,121,18.45
M,27.0,7772783,139,137,3.27
F,26.0,5482922,098,160,12.33
M,42.0,2136075,036,232,8.15
M,44.0,4008645,540,548,4.75
M,50.0,7108749,080,048,28.6
M,31.0,2815322,483,120,30.33
F,32.0,4241147,092,102,8.48
F,31.0,6623847,018,015,5.33
M,30.0,6816839,208,246,5.52
F,20.0,4303970,552,555,3.7
F,30.0,2030963,169,326,8.58
M,31.0,6464671,476,464,10.7
M,34.0,7198955,004,512,33.38
M,29.0,7717101,357,420,14.78
F,29.0,5796875,169,152,8.25
M,29.0,2482214,333,303,9.62
M,30.0,3942380,028,065,23.53
M,25.0,5856950,158-159,141,5.48
F,47.0,5373212,327,372,10.18
F,22.0,2131829,029,003,7.45
M,21.0,2521607,052,500,24.92
M,33.0,4092540,007,254,13.07
M,21.0,5949912,694,698,37.52
M,36.0,7047962,149,337,24.75
M,31.0,3519717,169,182,1.5
F,39.0,4781670,621,320,14.42
M,45.0,6579551,113,027,5.42
M,28.0,3393899,028,139,10.43
M,35.0,8358400,283,610,16.62
M,23.0,8084782,040,270,18.7
M,41.0,5729389,696,303,21.22
M,30.0,7434038,143,008,12.75
M,24.0,8068165,203,242,8.85
F,47.0,8410862,139,157,10.3
F,31.0,2203073,103,017,10.12
M,39.0,5207873,209,186,15.83
F,33.0,8444242,083,014,22.68
M,24.0,6885818,462,241,3.75
M,32.0,3009974,117,119,5.75
F,24.0,2329670,442,702,11.1
F,24.0,3860327,538,548,7.57
M,25.0,8830036,115,555,8.88
M,26.0,3155694,035,390-391,28.43
M,47.0,5955638,632,386,27.75
M,29.0,4657367,563,132,5.07
M,37.0,6625909,548,460,31.92
M,33.0,2250355,037,273-274,21.98
M,35.0,5768569,041,113,4.67
F,39.0,4108676,278,151,9.2
M,25.0,2400604,512,512,13.52
M,44.0,4502191,535,124,24.67
M,45.0,3804572,062,041,15.72
F,32.0,8224818,555,494,10.53
M,24.0,3104882,478,120,12.23
F,27.0,3403607,240,500,26.58
M,45.0,6216931,453,223,10.75
M,28.0,4797841,617,621,5.47
M,35.0,8132904,271-272,014,14.85
M,56.0,5906300,419,671,5.65
O,27.0,4964680,580,129,17.88
M,51.0,8431413,377,166,37.42
M,38.0,5014865,538,543,3.5
M,40.0,3962537,466,467,4.28
M,36.0,2148674,374,630,5.48
M,46.0,4804639,312,330,19.1
M,43.0,6559439,546,538,5.48
M,24.0,2903516,326,389,10.35
M,51.0,5785639,106,559,10.95
M,41.0,7450885,626,301,13.7
F,26.0,5624978,214,271-272,36.37
M,26.0,4639993,474,494,6.88
F,23.0,4715603,158-159,140,6.58
F,23.0,7184765,322,300,9.0
M,36.0,5599600,244,255,12.37
M,31.0,4853164,014,476,10.15
M,37.0,4538229,409,401,8.58
M,29.0,4706925,302,345,6.22
M,34.0,2359453,237-238,250,12.7
M,29.0,2858868,343,291,10.85
M,55.0,5954821,118,122,6.57
F,24.0,7035405,055,555,16.57
F,34.0,2460921,593,595,3.57
M,25.0,8793804,208,452,7.03
M,40.0,4715512,371,356,4.42
M,27.0,8715872,158-159,141,6.37
F,26.0,4083564,237-238,026,20.38
O,22.0,5108626,212,215,7.18
M,30.0,4950200,115,271-272,11.9
M,40.0,4954863,561,599,26.52
M,35.0,8481285,256,183,4.82
M,33.0,3273893,299,314,10.07
M,31.0,3299120,265,520,23.42
M,26.0,4660627,197,480,9.97
M,29.0,7362726,093,062,37.13
F,35.0,6097331,162,052,20.33
F,24.0,6406193,098,483,21.05
O,27.0,8344798,612,605,9.92
F,28.0,8881948,681,664,12.63
F,23.0,3922341,208,199,5.35
M,50.0,7556962,646,181,36.2
F,31.0,3715992,271-272,073,28.38
M,34.0,7766348,545,538,4.13
M,31.0,5303060,478,001,8.95
F,28.0,4502191,441,445-446,8.18
F,23.0,8078263,133,114,7.37
F,51.0,7415284,303,618,18.37
F,42.0,7091655,710,018,23.1
M,30.0,2601409,494,474,16.75
M,29.0,5272562,513,520,7.37
O,49.0,7738578,436,441,10.13
M,22.0,5478714,308,077,7.87
M,21.0,5676770,155,158-159,1.95
M,30.0,8169302,072,036,6.07
F,37.0,8866147,317,295,9.08
F,32.0,3920030,505,212,16.12
M,49.0,6968226,347,354,3.08
M,30.0,2420479,678,390-391,7.78
M,33.0,7288376,455,710,22.95
F,23.0,7470255,179,181,29.8
F,34.0,2002400,170,136,15.78
M,23.0,6549083,683,390-391,16.58
F,32.0,5362470,034,107-108,11.25
M,38.0,5658083,658,700,5.87
M,32.0,8972705,298,463,35.42
F,31.0,5148614,309,305,2.82
M,34.0,8209231,014,260,17.62
M,27.0,6231674,006,026,8.62
F,39.0,3448644,286,072,6.85
F,25.0,6093306,627,300,9.58
F,22.0,4739512,385,370,8.25
M,41.0,6551444,232,460,16.53
M,50.0,8452906,023,064,12.07
M,31.0,7630064,318,324,4.28
M,24.0,5484118,003,486,8.85
M,52.0,4627337,256,018,6.67
M,27.0,8125049,198,216,10.02
M,38.0,5740873,059,262,27.33
M,26.0,4672192,596,129,12.5
M,47.0,8205635,328,331,3.98
M,39.0,6426019,260,012,10.63
M,32.0,3647484,491,242,15.87
M,22.0,5379888,278,564,15.95
M,31.0,3101177,242,035,37.22
F,20.0,5204102,497,501,2.73
M,26.0,2983534,614,164,25.58
M,41.0,5343686,304,393,20.55
M,32.0,8452369,006,505,21.93
M,31.0,7417025,218,469,12.37
M,47.0,5594155,417,432,15.18
F,35.0,4243093,604,604,8.83
F,46.0,4364998,378,357,6.05
M,39.0,6568455,168,043,23.22
M,25.0,5092572,427,428,2.68
F,32.0,2544088,184,222,24.08
M,23.0,6122063,335,073,16.72
M,28.0,2872554,160,555,6.43
O,32.0,6934368,532,463,20.72
M,36.0,6609812,084,185,7.53
M,39.0,6007652,005,550,21.57
M,45.0,4347068,257,033,7.82
M,34.0,2559961,277,296,5.05
F,32.0,6735914,540,555,7.1
M,39.0,2562866,298,310,13.15
M,44.0,3305166,485,136,23.63
M,32.0,3127966,560,595,16.42
F,52.0,4182796,359,377,4.78
F,22.0,3106879,339,342,10.87
M,46.0,4472890,565,557,9.85
M,28.0,2195642,393,633,16.3
M,24.0,2145399,436,389,10.58
M,25.0,5765136,351,387,9.65
M,27.0,6550941,118,118,2.78
M,23.0,4529020,162,032,8.73
M,29.0,3136876,118,142,12.88
F,27.0,8332793,032,143,12.23
F,28.0,5776067,657,692,12.33
M,35.0,2446540,519,006,23.08
M,25.0,4458667,031,131,6.35
M,28.0,6351795,020,194,9.87
M,19.0,6326672,278,373,18.3
M,24.0,8904112,046,266-267,25.73
M,30.0,8413817,029,010,5.1
M,51.0,4547717,494,450,13.62
M,29.0,8482077,508,511,1.83
M,28.0,6670962,616,298,13.18
O,43.0,5037767,325,402,16.23
F,28.0,4899571,015,044,8.05
M,43.0,5504121,040,117,12.18
M,43.0,2781789,081,013,11.97
M,49.0,4650792,358,387,10.13
F,28.0,6514178,084,061,6.02
F,35.0,5842372,258,066,4.67
M,40.0,6788194,073,040,9.75
F,37.0,3023579,636,361,23.58
F,51.0,6209225,304,306,3.12
F,25.0,4726881,037,169,14.43
M,27.0,5489315,511,519,4.32
F,34.0,2551927,327,615,13.45
F,27.0,6089403,001,174,9.12
M,45.0,6647697,056,224,33.75
M,42.0,4813663,052,010,6.17
F,29.0,6931067,242,449,26.25
F,29.0,8482663,030,134,12.97
M,35.0,5378658,611,594,13.82
M,35.0,5403621,031,087,13.0
M,27.0,5841770,043,019,13.97
M,49.0,8172520,006,130,7.98
F,29.0,8089476,455,242,22.77
M,33.0,4549648,271-272,010,8.88
M,27.0,8390486,389,416,2.02
O,34.0,8946626,060,062,2.92
M,31.0,4979183,064,053,6.95
F,43.0,2705523,149,123,28.98
M,56.0,8610933,537,218,28.68
M,27.0,5626072,257,217,17.52
F,26.0,5671870,555,010,5.32
M,37.0,4003380,023,043,18.67
M,33.0,4707402,130,542,14.22
M,31.0,7797459,053,036,4.4
M,38.0,7764368,637,635,10.82
F,39.0,5363312,066,029,21.78
M,36.0,2328193,640,635,5.98
M,40.0,7033780,086,547,10.22
M,23.0,4672184,011,487,38.97
M,27.0,5015854,149,574,6.7
F,29.0,8854879,118,043,15.1
M,27.0,6762132,102,575,19.97
F,26.0,8404329,545,548,4.93
M,44.0,7793060,096,599,38.27
M,48.0,8909970,497,502,5.07
M,30.0,5779632,047,035,11.75
