Estacion,genero_x_mes,edad_x_mes,duraciones_x_mes,dias_x_mes,horas_x_mes,viajes_x_mes,retiros_x_mes,arribos_x_mes
27,"{'M': 14843.17, 'F': 6149.34, 'O': 284.33}","{'<20': 302.83, '20-30': 8452.83, '30-40': 8350.33, '40-50': 2722.0, '50-60': 1151.33, '60-70': 250.0, '70<': 47.5}","{'0-10': 7594.0, '10-20': 7854.17, '20-30': 3134.0, '30-45': 2123.5, '45+': 571.17}","{'Monday': 2842.5, 'Tuesday': 3191.33, 'Wednesday': 3106.33, 'Thursday': 3301.5, 'Friday': 3157.17, 'Saturday': 2537.33, 'Sunday': 3140.67}","{0: 57.0, 1: 1.17, 2: 0.5, 3: 0.0, 4: 0.17, 5: 126.0, 6: 310.5, 7: 896.83, 8: 1333.83, 9: 1159.0, 10: 1038.83, 11: 1096.17, 12: 1269.5, 13: 1536.17, 14: 1744.17, 15: 1628.17, 16: 1458.33, 17: 1580.67, 18: 1614.33, 19: 1464.83, 20: 1201.0, 21: 985.33, 22: 544.67, 23: 229.67}","{'2024-10': 24585, '2024-11': 22012, '2024-12': 19535, '2025-1': 20340, '2025-2': 19998, '2025-3': 21191}",6750.67,7273.5
28,"{'M': 11795.83, 'F': 4056.17, 'O': 414.5}","{'<20': 186.67, '20-30': 5945.83, '30-40': 5812.17, '40-50': 3029.83, '50-60': 1125.33, '60-70': 140.67, '70<': 26.17}","{'0-10': 3807.17, '10-20': 6922.83, '20-30': 2949.83, '30-45': 2115.33, '45+': 471.5}","{'Monday': 2214.5, 'Tuesday': 2565.83, 'Wednesday': 2445.5, 'Thursday': 2663.83, 'Friday': 2702.83, 'Saturday': 1775.83, 'Sunday': 1898.33}","{0: 47.33, 1: 1.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 80.83, 6: 338.0, 7: 709.67, 8: 963.17, 9: 668.67, 10: 703.83, 11: 859.83, 12: 968.83, 13: 1100.83, 14: 1435.0, 15: 1504.83, 16: 1656.33, 17: 1438.67, 18: 1232.17, 19: 1001.5, 20: 706.0, 21: 441.83, 22: 243.0, 23: 165.17}","{'2024-10': 18175, '2024-11': 16878, '2024-12': 15756, '2025-1': 17245, '2025-2': 15873, '2025-3': 13673}",6428.83,6703.33
29,"{'M': 11485.66, 'F': 4663.0, 'O': 262.83}","{'<20': 406.17, '20-30': 6990.67, '30-40': 6018.0, '40-50': 1978.33, '50-60': 762.33, '60-70': 234.5, '70<': 21.5}","{'0-10': 5017.5, '10-20': 6183.83, '20-30': 2944.33, '30-45': 1916.5, '45+': 349.33}","{'Monday': 2348.5, 'Tuesday': 2715.83, 'Wednesday': 2673.5, 'Thursday': 2930.0, 'Friday': 2489.83, 'Saturday': 1462.0, 'Sunday': 1791.83}","{0: 48.33, 1: 0.83, 2: 0.0, 3: 0.17, 4: 0.17, 5: 41.5, 6: 259.0, 7: 710.83, 8: 1051.5, 9: 868.83, 10: 804.67, 11: 860.17, 12: 917.17, 13: 966.67, 14: 1112.83, 15: 1218.83, 16: 1178.67, 17: 1448.0, 18: 1631.67, 19: 1134.83, 20: 805.83, 21: 677.67, 22: 470.33, 23: 203.0}","{'2024-10': 18172, '2024-11': 15677, '2024-12': 15093, '2025-1': 15516, '2025-2': 16115, '2025-3': 17896}",3412.0,3360.33
30,"{'M': 9900.17, 'F': 4124.84, 'O': 189.5}","{'<20': 134.5, '20-30': 5474.33, '30-40': 5692.17, '40-50': 1639.33, '50-60': 1082.0, '60-70': 139.5, '70<': 52.67}","{'0-10': 3824.33, '10-20': 5908.83, '20-30': 2514.17, '30-45': 1734.5, '45+': 232.67}","{'Monday': 2040.0, 'Tuesday': 2272.33, 'Wednesday': 2284.83, 'Thursday': 2329.33, 'Friday': 2380.5, 'Saturday': 1528.83, 'Sunday': 1378.67}","{0: 82.5, 1: 2.17, 2: 0.33, 3: 0.0, 4: 0.0, 5: 74.83, 6: 224.5, 7: 486.83, 8: 715.83, 9: 632.0, 10: 546.83, 11: 574.17, 12: 650.5, 13: 847.0, 14: 1041.33, 15: 1113.5, 16: 1104.67, 17: 1375.67, 18: 1373.83, 19: 1083.33, 20: 926.33, 21: 661.17, 22: 457.17, 23: 240.0}","{'2024-10': 14915, '2024-11': 14304, '2024-12': 13927, '2025-1': 14557, '2025-2': 13447, '2025-3': 14137}",5164.83,5509.5
31,"{'M': 12894.84, 'F': 4846.5, 'O': 292.0}","{'<20': 240.17, '20-30': 7213.33, '30-40': 7224.5, '40-50': 2254.83, '50-60': 889.17, '60-70': 172.33, '70<': 39.0}","{'0-10': 6418.83, '10-20': 7285.17, '20-30': 2591.83, '30-45': 1526.67, '45+': 210.83}","{'Monday': 2724.17, 'Tuesday': 3125.5, 'Wednesday': 3019.33, 'Thursday': 3151.17, 'Friday': 2865.33, 'Saturday': 1719.33, 'Sunday': 1428.5}","{0: 63.33, 1: 1.83, 2: 0.17, 3: 0.0, 4: 0.0, 5: 76.83, 6: 195.5, 7: 744.67, 8: 1767.83, 9: 1228.33, 10: 715.33, 11: 645.5, 12: 730.67, 13: 881.67, 14: 1125.17, 15: 1187.5, 16: 1234.67, 17: 1654.17, 18: 1907.33, 19: 1504.83, 20: 1020.17, 21: 684.33, 22: 416.5, 23: 247.0}","{'2024-10': 20688, '2024-11': 18944, '2024-12': 16417, '2025-1': 18282, '2025-2': 16977, '2025-3': 16892}",3833.33,3773.83
32,"{'M': 7876.17, 'F': 2940.0, 'O': 186.84}","{'<20': 98.67, '20-30': 3545.33, '30-40': 4550.33, '40-50': 1856.67, '50-60': 696.0, '60-70': 217.0, '70<': 39.0}","{'0-10': 4041.83, '10-20': 4511.83, '20-30': 1506.0, '30-45': 796.17, '45+': 147.17}","{'Monday': 1579.33, 'Tuesday': 1772.5, 'Wednesday': 1768.0, 'Thursday': 1883.83, 'Friday': 1834.33, 'Saturday': 1134.17, 'Sunday': 1030.83}","{0: 41.5, 1: 0.83, 2: 0.0, 3: 0.0, 4: 0.0, 5: 67.17, 6: 160.5, 7: 552.17, 8: 994.0, 9: 731.33, 10: 573.83, 11: 599.5, 12: 657.0, 13: 756.67, 14: 934.67, 15: 941.17, 16: 786.0, 17: 770.0, 18: 703.17, 19: 559.0, 20: 469.67, 21: 342.33, 22: 197.5, 23: 165.0}","{'2024-10': 12405, '2024-11': 11712, '2024-12': 10348, '2025-1': 11403, '2025-2': 9764, '2025-3': 10386}",4768.5,4966.67
33,"{'M': 6866.67, 'F': 2405.17, 'O': 158.67}","{'<20': 77.83, '20-30': 3456.0, '30-40': 3902.33, '40-50': 1366.0, '50-60': 456.83, '60-70': 139.67, '70<': 31.83}","{'0-10': 3161.67, '10-20': 3876.33, '20-30': 1408.5, '30-45': 828.17, '45+': 155.83}","{'Monday': 1293.5, 'Tuesday': 1458.17, 'Wednesday': 1417.17, 'Thursday': 1591.0, 'Friday': 1583.5, 'Saturday': 1168.5, 'Sunday': 918.67}","{0: 85.83, 1: 0.67, 2: 0.17, 3: 0.0, 4: 0.0, 5: 107.17, 6: 159.67, 7: 441.33, 8: 554.33, 9: 436.5, 10: 417.17, 11: 424.17, 12: 462.17, 13: 618.83, 14: 775.33, 15: 756.5, 16: 734.83, 17: 759.0, 18: 689.17, 19: 619.0, 20: 504.0, 21: 398.0, 22: 262.0, 23: 224.67}","{'2024-10': 9914, '2024-11': 9863, '2024-12': 8633, '2025-1': 9222, '2025-2': 9281, '2025-3': 9670}",2661.33,2848.0
34,"{'M': 6539.34, 'F': 2339.17, 'O': 176.33}","{'<20': 126.67, '20-30': 3061.5, '30-40': 3763.67, '40-50': 1286.5, '50-60': 650.83, '60-70': 134.67, '70<': 31.0}","{'0-10': 3255.33, '10-20': 3314.67, '20-30': 1367.17, '30-45': 997.0, '45+': 120.67}","{'Monday': 1290.5, 'Tuesday': 1426.5, 'Wednesday': 1420.17, 'Thursday': 1527.0, 'Friday': 1598.0, 'Saturday': 972.5, 'Sunday': 820.17}","{0: 44.5, 1: 0.67, 2: 0.17, 3: 0.0, 4: 0.0, 5: 63.0, 6: 145.0, 7: 523.17, 8: 758.17, 9: 568.33, 10: 367.83, 11: 363.33, 12: 465.0, 13: 559.5, 14: 626.83, 15: 737.67, 16: 676.0, 17: 761.0, 18: 746.5, 19: 586.5, 20: 411.0, 21: 318.67, 22: 204.5, 23: 127.5}","{'2024-10': 10011, '2024-11': 9116, '2024-12': 8488, '2025-1': 8911, '2025-2': 8534, '2025-3': 9269}",8921.5,14040.5
35,"{'M': 5425.67, 'F': 2101.67, 'O': 129.83}","{'<20': 74.0, '20-30': 2573.5, '30-40': 3090.0, '40-50': 1302.33, '50-60': 454.67, '60-70': 130.67, '70<': 32.0}","{'0-10': 2702.17, '10-20': 2957.0, '20-30': 1159.33, '30-45': 741.0, '45+': 97.67}","{'Monday': 1155.0, 'Tuesday': 1231.33, 'Wednesday': 1274.67, 'Thursday': 1315.0, 'Friday': 1260.17, 'Saturday': 815.67, 'Sunday': 605.33}","{0: 47.17, 1: 0.83, 2: 0.0, 3: 0.0, 4: 0.0, 5: 31.67, 6: 96.0, 7: 264.67, 8: 702.67, 9: 481.0, 10: 270.83, 11: 286.5, 12: 331.17, 13: 418.33, 14: 593.67, 15: 637.0, 16: 514.33, 17: 711.83, 18: 755.67, 19: 514.67, 20: 361.17, 21: 296.67, 22: 214.5, 23: 126.83}","{'2024-10': 8269, '2024-11': 7986, '2024-12': 7008, '2025-1': 7893, '2025-2': 7301, '2025-3': 7486}",4284.17,4198.67
36,"{'M': 8247.5, 'F': 3745.67, 'O': 274.0}","{'<20': 176.33, '20-30': 4004.0, '30-40': 5002.17, '40-50': 1969.0, '50-60': 815.17, '60-70': 240.5, '70<': 60.17}","{'0-10': 4972.67, '10-20': 4665.17, '20-30': 1718.33, '30-45': 770.83, '45+': 140.33}","{'Monday': 1821.33, 'Tuesday': 2104.67, 'Wednesday': 2073.17, 'Thursday': 2147.33, 'Friday': 1955.0, 'Saturday': 1170.67, 'Sunday': 995.17}","{0: 89.17, 1: 2.67, 2: 0.0, 3: 0.0, 4: 0.0, 5: 113.33, 6: 360.17, 7: 752.5, 8: 950.17, 9: 740.17, 10: 542.83, 11: 479.33, 12: 570.5, 13: 682.0, 14: 977.0, 15: 1001.33, 16: 790.83, 17: 949.33, 18: 999.0, 19: 736.67, 20: 574.67, 21: 417.33, 22: 338.67, 23: 199.67}","{'2024-10': 14039, '2024-11': 13087, '2024-12': 11305, '2025-1': 12058, '2025-2': 11225, '2025-3': 11890}",3333.83,2407.33
37,"{'M': 7458.84, 'F': 3748.17, 'O': 133.33}","{'<20': 71.17, '20-30': 3848.17, '30-40': 4832.17, '40-50': 1854.5, '50-60': 572.17, '60-70': 139.0, '70<': 23.17}","{'0-10': 4693.0, '10-20': 4253.67, '20-30': 1565.83, '30-45': 714.33, '45+': 113.5}","{'Monday': 1702.5, 'Tuesday': 1905.83, 'Wednesday': 1885.17, 'Thursday': 1965.0, 'Friday': 1737.83, 'Saturday': 1112.5, 'Sunday': 1031.5}","{0: 41.33, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 101.0, 6: 287.83, 7: 609.17, 8: 986.5, 9: 780.33, 10: 561.33, 11: 560.0, 12: 485.5, 13: 585.0, 14: 722.0, 15: 742.67, 16: 690.33, 17: 1009.33, 18: 1001.67, 19: 746.0, 20: 563.0, 21: 424.33, 22: 260.67, 23: 182.17}","{'2024-10': 12865, '2024-11': 12030, '2024-12': 10147, '2025-1': 11323, '2025-2': 10890, '2025-3': 10787}",1619.17,1762.0
38,"{'M': 10137.33, 'F': 4300.5, 'O': 219.0}","{'<20': 132.17, '20-30': 4751.83, '30-40': 6044.33, '40-50': 2469.5, '50-60': 1009.67, '60-70': 199.17, '70<': 50.33}","{'0-10': 6155.33, '10-20': 5442.67, '20-30': 1992.17, '30-45': 936.33, '45+': 130.5}","{'Monday': 2323.0, 'Tuesday': 2567.33, 'Wednesday': 2583.0, 'Thursday': 2569.5, 'Friday': 2318.5, 'Saturday': 1300.17, 'Sunday': 995.5}","{0: 53.17, 1: 1.17, 2: 0.0, 3: 0.17, 4: 0.0, 5: 69.0, 6: 230.33, 7: 603.67, 8: 1041.67, 9: 851.83, 10: 744.83, 11: 667.17, 12: 704.0, 13: 805.0, 14: 945.67, 15: 981.67, 16: 975.0, 17: 1397.0, 18: 1370.0, 19: 1140.17, 20: 846.0, 21: 623.67, 22: 384.17, 23: 221.67}","{'2024-10': 16389, '2024-11': 15277, '2024-12': 13235, '2025-1': 14955, '2025-2': 14022, '2025-3': 14064}",10347.67,10642.33
39,"{'M': 5364.5, 'F': 2740.33, 'O': 123.67}","{'<20': 76.67, '20-30': 3222.0, '30-40': 3228.33, '40-50': 1301.5, '50-60': 287.5, '60-70': 90.83, '70<': 21.67}","{'0-10': 3215.5, '10-20': 3127.5, '20-30': 1175.17, '30-45': 597.83, '45+': 112.5}","{'Monday': 1169.0, 'Tuesday': 1336.17, 'Wednesday': 1323.17, 'Thursday': 1446.83, 'Friday': 1332.33, 'Saturday': 885.0, 'Sunday': 736.0}","{0: 46.5, 1: 1.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 25.5, 6: 156.0, 7: 487.67, 8: 692.67, 9: 479.5, 10: 469.17, 11: 443.33, 12: 452.67, 13: 468.5, 14: 527.5, 15: 555.0, 16: 573.33, 17: 550.33, 18: 694.17, 19: 531.17, 20: 389.17, 21: 312.5, 22: 235.5, 23: 137.33}","{'2024-10': 9068, '2024-11': 8952, '2024-12': 7347, '2025-1': 8430, '2025-2': 7748, '2025-3': 7826}",3443.33,3334.17
40,"{'M': 6773.34, 'F': 2403.66, 'O': 179.0}","{'<20': 175.83, '20-30': 3663.5, '30-40': 3580.5, '40-50': 1199.0, '50-60': 515.0, '60-70': 199.5, '70<': 22.83}","{'0-10': 3767.83, '10-20': 3491.33, '20-30': 1263.33, '30-45': 739.33, '45+': 94.33}","{'Monday': 1379.83, 'Tuesday': 1530.33, 'Wednesday': 1505.83, 'Thursday': 1611.17, 'Friday': 1544.5, 'Saturday': 1044.33, 'Sunday': 740.17}","{0: 47.67, 1: 0.5, 2: 0.0, 3: 0.0, 4: 0.0, 5: 54.0, 6: 178.33, 7: 328.0, 8: 740.33, 9: 586.33, 10: 401.0, 11: 403.83, 12: 450.0, 13: 551.67, 14: 634.33, 15: 679.33, 16: 704.5, 17: 902.67, 18: 880.5, 19: 657.83, 20: 457.83, 21: 342.67, 22: 203.17, 23: 151.67}","{'2024-10': 10004, '2024-11': 9728, '2024-12': 8732, '2025-1': 8959, '2025-2': 9171, '2025-3': 9543}",3388.67,3384.5
41,"{'M': 11247.0, 'F': 4693.66, 'O': 335.5}","{'<20': 317.83, '20-30': 6800.67, '30-40': 5979.83, '40-50': 2021.83, '50-60': 775.33, '60-70': 348.67, '70<': 32.0}","{'0-10': 4672.67, '10-20': 5891.67, '20-30': 2720.67, '30-45': 2384.17, '45+': 607.0}","{'Monday': 1890.5, 'Tuesday': 2187.17, 'Wednesday': 2146.5, 'Thursday': 2291.67, 'Friday': 2373.17, 'Saturday': 2229.67, 'Sunday': 3157.5}","{0: 111.33, 1: 2.17, 2: 0.17, 3: 0.0, 4: 0.17, 5: 59.5, 6: 335.67, 7: 758.83, 8: 740.83, 9: 611.0, 10: 665.83, 11: 834.17, 12: 976.67, 13: 1088.83, 14: 1046.17, 15: 1178.17, 16: 1172.67, 17: 1192.0, 18: 1545.0, 19: 1309.83, 20: 969.5, 21: 787.0, 22: 580.67, 23: 310.0}","{'2024-10': 19398, '2024-11': 16802, '2024-12': 16298, '2025-1': 15673, '2025-2': 14457, '2025-3': 15029}",3392.33,3376.83
42,"{'M': 4623.0, 'F': 2045.5, 'O': 100.66}","{'<20': 81.17, '20-30': 2697.33, '30-40': 2686.5, '40-50': 849.17, '50-60': 381.67, '60-70': 65.67, '70<': 7.67}","{'0-10': 2663.17, '10-20': 2589.67, '20-30': 910.83, '30-45': 520.33, '45+': 85.17}","{'Monday': 988.5, 'Tuesday': 1090.33, 'Wednesday': 1115.83, 'Thursday': 1127.0, 'Friday': 1052.17, 'Saturday': 748.5, 'Sunday': 646.83}","{0: 27.17, 1: 0.0, 2: 0.0, 3: 0.17, 4: 0.0, 5: 27.0, 6: 65.0, 7: 220.0, 8: 599.67, 9: 354.17, 10: 314.33, 11: 362.83, 12: 388.5, 13: 457.0, 14: 529.67, 15: 519.5, 16: 509.17, 17: 619.5, 18: 554.67, 19: 449.0, 20: 308.17, 21: 203.5, 22: 166.33, 23: 93.83}","{'2024-10': 7202, '2024-11': 7122, '2024-12': 6447, '2025-1': 6788, '2025-2': 6412, '2025-3': 6644}",2586.83,2493.33
43,"{'M': 11153.33, 'F': 4663.5, 'O': 329.5}","{'<20': 245.0, '20-30': 6616.5, '30-40': 5910.5, '40-50': 2093.33, '50-60': 928.67, '60-70': 307.67, '70<': 45.0}","{'0-10': 3312.83, '10-20': 5865.0, '20-30': 3363.0, '30-45': 2868.5, '45+': 737.33}","{'Monday': 1796.0, 'Tuesday': 2034.17, 'Wednesday': 2078.83, 'Thursday': 2190.33, 'Friday': 2326.17, 'Saturday': 2359.0, 'Sunday': 3362.17}","{0: 88.33, 1: 1.33, 2: 0.17, 3: 0.17, 4: 0.0, 5: 37.5, 6: 130.5, 7: 394.5, 8: 493.17, 9: 631.83, 10: 813.0, 11: 1035.17, 12: 1176.17, 13: 1145.33, 14: 1073.17, 15: 1168.17, 16: 1124.0, 17: 1254.17, 18: 1474.33, 19: 1264.67, 20: 1085.33, 21: 884.83, 22: 592.17, 23: 278.67}","{'2024-10': 17263, '2024-11': 15314, '2024-12': 15252, '2025-1': 15955, '2025-2': 15718, '2025-3': 17378}",,
44,"{'M': 4400.5, 'F': 2277.83, 'O': 138.33}","{'<20': 57.67, '20-30': 2186.83, '30-40': 2862.0, '40-50': 1002.0, '50-60': 501.0, '60-70': 144.17, '70<': 63.0}","{'0-10': 2993.67, '10-20': 2158.83, '20-30': 936.17, '30-45': 597.0, '45+': 131.0}","{'Monday': 869.5, 'Tuesday': 1089.67, 'Wednesday': 996.0, 'Thursday': 1044.83, 'Friday': 1029.33, 'Saturday': 737.33, 'Sunday': 1050.0}","{0: 24.67, 1: 0.67, 2: 0.0, 3: 0.17, 4: 0.0, 5: 29.17, 6: 75.0, 7: 140.0, 8: 580.33, 9: 516.17, 10: 458.5, 11: 485.17, 12: 512.0, 13: 525.5, 14: 577.17, 15: 526.0, 16: 450.67, 17: 534.0, 18: 416.67, 19: 320.33, 20: 240.83, 21: 171.5, 22: 137.33, 23: 94.83}","{'2024-10': 7230, '2024-11': 7601, '2024-12': 6278, '2025-1': 6830, '2025-2': 6529, '2025-3': 6432}",4734.83,4802.0
45,"{'M': 8171.83, 'F': 4229.0, 'O': 205.0}","{'<20': 59.83, '20-30': 3830.17, '30-40': 5254.67, '40-50': 2251.17, '50-60': 999.33, '60-70': 170.5, '70<': 40.17}","{'0-10': 5535.5, '10-20': 3922.83, '20-30': 1914.83, '30-45': 1037.33, '45+': 195.33}","{'Monday': 1763.17, 'Tuesday': 1997.0, 'Wednesday': 2046.33, 'Thursday': 2158.5, 'Friday': 2057.83, 'Saturday': 1206.67, 'Sunday': 1376.33}","{0: 34.0, 1: 0.83, 2: 0.0, 3: 0.0, 4: 0.0, 5: 33.17, 6: 252.17, 7: 627.83, 8: 1225.17, 9: 932.0, 10: 715.83, 11: 825.83, 12: 846.83, 13: 891.67, 14: 1030.0, 15: 1012.0, 16: 861.0, 17: 909.0, 18: 750.67, 19: 633.33, 20: 439.33, 21: 297.67, 22: 176.0, 23: 111.5}","{'2024-10': 13994, '2024-11': 13230, '2024-12': 11657, '2025-1': 12326, '2025-2': 11989, '2025-3': 12439}",5177.33,5548.0
46,"{'M': 6568.67, 'F': 3264.83, 'O': 185.0}","{'<20': 60.33, '20-30': 3125.5, '30-40': 4239.67, '40-50': 1606.5, '50-60': 742.83, '60-70': 199.67, '70<': 44.0}","{'0-10': 4131.0, '10-20': 3457.67, '20-30': 1462.17, '30-45': 820.83, '45+': 146.83}","{'Monday': 1342.33, 'Tuesday': 1512.17, 'Wednesday': 1530.33, 'Thursday': 1632.17, 'Friday': 1613.83, 'Saturday': 1135.17, 'Sunday': 1252.5}","{0: 27.5, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 16.17, 6: 68.33, 7: 170.17, 8: 596.5, 9: 575.17, 10: 578.33, 11: 564.17, 12: 642.0, 13: 719.33, 14: 847.33, 15: 882.17, 16: 757.0, 17: 1045.5, 18: 830.17, 19: 634.67, 20: 462.67, 21: 299.0, 22: 180.5, 23: 121.67}","{'2024-10': 11462, '2024-11': 10895, '2024-12': 9914, '2025-1': 9748, '2025-2': 9127, '2025-3': 8965}",4078.17,3761.17
47,"{'M': 8731.67, 'F': 4170.83, 'O': 229.67}","{'<20': 153.5, '20-30': 4864.0, '30-40': 5385.17, '40-50': 1785.5, '50-60': 703.83, '60-70': 210.17, '70<': 30.0}","{'0-10': 5317.83, '10-20': 4534.5, '20-30': 1937.17, '30-45': 1147.33, '45+': 195.33}","{'Monday': 1793.17, 'Tuesday': 1938.17, 'Wednesday': 1970.5, 'Thursday': 2123.17, 'Friday': 2154.5, 'Saturday': 1651.83, 'Sunday': 1500.83}","{0: 63.67, 1: 3.5, 2: 0.17, 3: 0.0, 4: 0.0, 5: 19.5, 6: 71.5, 7: 239.67, 8: 885.67, 9: 687.5, 10: 624.83, 11: 725.67, 12: 789.17, 13: 866.33, 14: 1088.5, 15: 1138.5, 16: 1076.0, 17: 1156.5, 18: 1086.33, 19: 874.33, 20: 702.33, 21: 492.5, 22: 339.33, 23: 200.67}","{'2024-10': 14065, '2024-11': 13574, '2024-12': 11893, '2025-1': 12720, '2025-2': 12521, '2025-3': 14020}",8656.67,6848.5
48,"{'M': 5014.16, 'F': 1556.5, 'O': 173.34}","{'<20': 70.17, '20-30': 2361.5, '30-40': 2521.17, '40-50': 1080.0, '50-60': 512.67, '60-70': 173.33, '70<': 25.17}","{'0-10': 2317.33, '10-20': 2555.33, '20-30': 1031.33, '30-45': 713.83, '45+': 126.17}","{'Monday': 976.83, 'Tuesday': 1023.83, 'Wednesday': 1067.67, 'Thursday': 1074.33, 'Friday': 1066.33, 'Saturday': 897.67, 'Sunday': 637.33}","{0: 28.67, 1: 1.67, 2: 0.17, 3: 0.0, 4: 0.0, 5: 12.33, 6: 96.83, 7: 149.67, 8: 258.0, 9: 274.17, 10: 327.17, 11: 404.83, 12: 415.33, 13: 470.83, 14: 534.83, 15: 614.5, 16: 543.33, 17: 532.17, 18: 592.67, 19: 511.33, 20: 368.0, 21: 301.0, 22: 195.67, 23: 110.83}","{'2024-10': 7908, '2024-11': 7506, '2024-12': 6105, '2025-1': 6416, '2025-2': 5952, '2025-3': 6577}",3204.67,3100.67
49,"{'M': 5174.66, 'F': 2914.5, 'O': 139.5}","{'<20': 96.0, '20-30': 2431.33, '30-40': 3413.17, '40-50': 1406.0, '50-60': 586.5, '60-70': 230.83, '70<': 64.83}","{'0-10': 4190.0, '10-20': 2412.33, '20-30': 985.67, '30-45': 504.17, '45+': 136.5}","{'Monday': 1124.67, 'Tuesday': 1467.83, 'Wednesday': 1266.0, 'Thursday': 1282.5, 'Friday': 1185.67, 'Saturday': 925.83, 'Sunday': 976.17}","{0: 42.0, 1: 0.17, 2: 0.0, 3: 0.17, 4: 0.0, 5: 79.0, 6: 119.5, 7: 234.67, 8: 433.83, 9: 540.5, 10: 588.17, 11: 519.17, 12: 581.17, 13: 592.33, 14: 602.67, 15: 606.83, 16: 528.67, 17: 641.5, 18: 719.0, 19: 485.17, 20: 348.5, 21: 230.67, 22: 207.83, 23: 127.17}","{'2024-10': 9686, '2024-11': 9136, '2024-12': 7143, '2025-1': 7658, '2025-2': 7577, '2025-3': 8172}",2474.67,2300.67
50,"{'M': 3355.17, 'F': 1689.34, 'O': 108.5}","{'<20': 32.83, '20-30': 1512.33, '30-40': 2412.0, '40-50': 822.17, '50-60': 263.5, '60-70': 94.0, '70<': 16.17}","{'0-10': 2576.67, '10-20': 1561.0, '20-30': 611.0, '30-45': 337.33, '45+': 67.0}","{'Monday': 780.33, 'Tuesday': 870.83, 'Wednesday': 851.83, 'Thursday': 913.0, 'Friday': 855.33, 'Saturday': 499.67, 'Sunday': 382.0}","{0: 19.83, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 16.17, 6: 87.5, 7: 155.67, 8: 336.67, 9: 469.67, 10: 430.33, 11: 303.83, 12: 288.67, 13: 317.67, 14: 397.17, 15: 395.83, 16: 401.5, 17: 445.83, 18: 427.67, 19: 270.0, 20: 143.83, 21: 112.83, 22: 76.17, 23: 55.83}","{'2024-10': 5772, '2024-11': 5488, '2024-12': 4669, '2025-1': 5006, '2025-2': 4935, '2025-3': 5048}",1704.17,1701.83
51,"{'M': 5549.34, 'F': 2175.16, 'O': 107.17}","{'<20': 44.67, '20-30': 2256.0, '30-40': 3328.17, '40-50': 1267.17, '50-60': 600.5, '60-70': 305.83, '70<': 29.33}","{'0-10': 3502.5, '10-20': 2713.5, '20-30': 968.33, '30-45': 548.33, '45+': 99.0}","{'Monday': 1125.67, 'Tuesday': 1217.33, 'Wednesday': 1230.83, 'Thursday': 1304.0, 'Friday': 1306.0, 'Saturday': 886.67, 'Sunday': 761.17}","{0: 34.67, 1: 0.67, 2: 0.17, 3: 0.0, 4: 0.0, 5: 3.5, 6: 52.5, 7: 181.83, 8: 417.17, 9: 364.83, 10: 351.83, 11: 462.33, 12: 510.83, 13: 545.33, 14: 646.17, 15: 708.67, 16: 653.5, 17: 721.17, 18: 714.17, 19: 560.83, 20: 405.17, 21: 252.5, 22: 154.5, 23: 89.33}","{'2024-10': 8352, '2024-11': 8347, '2024-12': 7918, '2025-1': 7724, '2025-2': 7053, '2025-3': 7596}",3072.33,2886.67
52,"{'M': 10390.17, 'F': 4388.0, 'O': 280.17}","{'<20': 265.17, '20-30': 6481.33, '30-40': 5281.17, '40-50': 1912.33, '50-60': 817.5, '60-70': 264.67, '70<': 36.17}","{'0-10': 3107.5, '10-20': 5993.33, '20-30': 3258.5, '30-45': 2204.17, '45+': 494.83}","{'Monday': 1969.67, 'Tuesday': 2083.83, 'Wednesday': 2063.67, 'Thursday': 2127.33, 'Friday': 2327.67, 'Saturday': 2219.5, 'Sunday': 2266.67}","{0: 72.83, 1: 1.33, 2: 0.0, 3: 0.0, 4: 0.17, 5: 181.17, 6: 339.5, 7: 446.33, 8: 393.17, 9: 483.0, 10: 676.17, 11: 828.0, 12: 827.67, 13: 1011.33, 14: 1108.17, 15: 1219.17, 16: 1209.67, 17: 1284.83, 18: 1464.17, 19: 1151.5, 20: 866.67, 21: 699.0, 22: 506.33, 23: 288.17}","{'2024-10': 14800, '2024-11': 15893, '2024-12': 14721, '2025-1': 14695, '2025-2': 14476, '2025-3': 15765}",3507.5,3878.83
